,from_name,from,to_name,to,P
7648,RUWAIS,"[52.5393, 24.458083333333335]",ZHOUSHAN,"[122.10661333333333, 29.904]",1.42E-05
7649,RUWAIS,"[52.5393, 24.458083333333335]",YANGSHAN,"[122.08211666666666, 30.608516666666667]",7.51E-07
7650,RUWAIS,"[52.5393, 24.458083333333335]",QINGDAO,"[120.25705666666667, 36.08946666666667]",1.08E-07
7651,RUWAIS,"[52.5393, 24.458083333333335]",HUMEN,"[113.56296666666667, 22.871695]",6.58E-07
7652,RUWAIS,"[52.5393, 24.458083333333335]",BAOSHAN,"[121.4827, 31.446695]",1.49E-08
7653,RUWAIS,"[52.5393, 24.458083333333335]",YANTIAN,"[114.26794666666666, 22.57345]",1.94E-06
7654,RUWAIS,"[52.5393, 24.458083333333335]",GUANGZHOU,"[113.43307, 23.090493333333335]",6.39E-07
7655,RUWAIS,"[52.5393, 24.458083333333335]",SHANGHAI,"[121.7305, 31.308273333333332]",9.24E-08
7656,RUWAIS,"[52.5393, 24.458083333333335]",CHIWAN,"[113.8946, 22.455883333333333]",1.77E-05
7657,RUWAIS,"[52.5393, 24.458083333333335]",NANSHA,"[113.68256166666667, 22.643306666666668]",5.91E-06
7658,RUWAIS,"[52.5393, 24.458083333333335]",NINGBO,"[121.89526166666667, 29.93238]",5.79E-06
7659,TUXPAN,"[-97.30638666666667, 21.26029]",XINSHA,"[113.545415, 22.974033333333335]",5.01E-05
7660,TUXPAN,"[-97.30638666666667, 21.26029]",DALIAN,"[121.98408, 38.90600333333333]",3.62E-05
7661,TUXPAN,"[-97.30638666666667, 21.26029]",ZHOUSHAN,"[122.10661333333333, 29.904]",8.45E-05
7662,TUXPAN,"[-97.30638666666667, 21.26029]",YANGSHAN,"[122.08211666666666, 30.608516666666667]",2.94E-05
7663,TUXPAN,"[-97.30638666666667, 21.26029]",QINGDAO,"[120.25705666666667, 36.08946666666667]",1.90E-05
7664,TUXPAN,"[-97.30638666666667, 21.26029]",BAOSHAN,"[121.4827, 31.446695]",7.05E-06
7665,TUXPAN,"[-97.30638666666667, 21.26029]",SHANGHAI,"[121.7305, 31.308273333333332]",3.84E-05
7666,TUXPAN,"[-97.30638666666667, 21.26029]",CHIWAN,"[113.8946, 22.455883333333333]",0.000537866
7667,TUXPAN,"[-97.30638666666667, 21.26029]",NINGBO,"[121.89526166666667, 29.93238]",4.06E-05
7668,USELESS LOOP,"[113.418525, -26.088505]",ZHOUSHAN,"[122.10661333333333, 29.904]",9.57E-05
7669,USELESS LOOP,"[113.418525, -26.088505]",SHANGHAI,"[121.7305, 31.308273333333332]",7.78E-06
7670,USELESS LOOP,"[113.418525, -26.088505]",CHIWAN,"[113.8946, 22.455883333333333]",0.00011685
7671,USELESS LOOP,"[113.418525, -26.088505]",NANSHA,"[113.68256166666667, 22.643306666666668]",5.87E-05
7672,CARTAGENA,"[-0.980605, 37.595438333333334]",SHAJIAO,"[113.68187666666667, 22.713503333333332]",7.57E-05
7673,CARTAGENA,"[-0.980605, 37.595438333333334]",XINGANG,"[113.50651666666667, 23.054016666666666]",0.0001173
7674,CARTAGENA,"[-0.980605, 37.595438333333334]",XINSHA,"[113.545415, 22.974033333333335]",0.000133993
7675,CARTAGENA,"[-0.980605, 37.595438333333334]",DALIAN,"[121.98408, 38.90600333333333]",7.13E-06
7676,CARTAGENA,"[-0.980605, 37.595438333333334]",ZHOUSHAN,"[122.10661333333333, 29.904]",0.001504402
7677,CARTAGENA,"[-0.980605, 37.595438333333334]",YANGSHAN,"[122.08211666666666, 30.608516666666667]",0.000871338
7678,CARTAGENA,"[-0.980605, 37.595438333333334]",QINGDAO,"[120.25705666666667, 36.08946666666667]",0.000206226
7679,CARTAGENA,"[-0.980605, 37.595438333333334]",HUMEN,"[113.56296666666667, 22.871695]",1.43E-05
7680,CARTAGENA,"[-0.980605, 37.595438333333334]",BAOSHAN,"[121.4827, 31.446695]",1.52E-06
7681,CARTAGENA,"[-0.980605, 37.595438333333334]",YANTIAN,"[114.26794666666666, 22.57345]",0.001067247
7682,CARTAGENA,"[-0.980605, 37.595438333333334]",SHANGHAI,"[121.7305, 31.308273333333332]",0.000321643
7683,CARTAGENA,"[-0.980605, 37.595438333333334]",MEI SHAN,"[122.00061666666667, 29.766583333333333]",0.000885317
7684,CARTAGENA,"[-0.980605, 37.595438333333334]",CHIWAN,"[113.8946, 22.455883333333333]",0.00165824
7685,CARTAGENA,"[-0.980605, 37.595438333333334]",NANSHA,"[113.68256166666667, 22.643306666666668]",0.000727884
7686,CARTAGENA,"[-0.980605, 37.595438333333334]",NINGBO,"[121.89526166666667, 29.93238]",0.00059077
7687,JUBAIL,"[49.924798333333335, 27.278003333333334]",SHAJIAO,"[113.68187666666667, 22.713503333333332]",4.36E-06
7688,JUBAIL,"[49.924798333333335, 27.278003333333334]",LUHUASHAN ANCHORAGE,"[121.559435, 31.30684]",5.66E-08
7689,JUBAIL,"[49.924798333333335, 27.278003333333334]",XINGANG,"[113.50651666666667, 23.054016666666666]",8.62E-06
7690,JUBAIL,"[49.924798333333335, 27.278003333333334]",XINSHA,"[113.545415, 22.974033333333335]",9.13E-05
7691,JUBAIL,"[49.924798333333335, 27.278003333333334]",DALIAN,"[121.98408, 38.90600333333333]",7.46E-08
7692,JUBAIL,"[49.924798333333335, 27.278003333333334]",ZHOUSHAN,"[122.10661333333333, 29.904]",6.57E-05
7693,JUBAIL,"[49.924798333333335, 27.278003333333334]",YANGSHAN,"[122.08211666666666, 30.608516666666667]",2.34E-05
7694,JUBAIL,"[49.924798333333335, 27.278003333333334]",QINGDAO,"[120.25705666666667, 36.08946666666667]",7.37E-07
7695,JUBAIL,"[49.924798333333335, 27.278003333333334]",HUMEN,"[113.56296666666667, 22.871695]",2.37E-06
7696,JUBAIL,"[49.924798333333335, 27.278003333333334]",BAOSHAN,"[121.4827, 31.446695]",1.10E-07
7697,JUBAIL,"[49.924798333333335, 27.278003333333334]",YANTIAN,"[114.26794666666666, 22.57345]",2.88E-05
7698,JUBAIL,"[49.924798333333335, 27.278003333333334]",GUANGZHOU,"[113.43307, 23.090493333333335]",1.45E-06
7699,JUBAIL,"[49.924798333333335, 27.278003333333334]",SHANGHAI,"[121.7305, 31.308273333333332]",9.61E-07
7700,JUBAIL,"[49.924798333333335, 27.278003333333334]",MEI SHAN,"[122.00061666666667, 29.766583333333333]",5.58E-06
7701,JUBAIL,"[49.924798333333335, 27.278003333333334]",CHIWAN,"[113.8946, 22.455883333333333]",0.000116293
7702,JUBAIL,"[49.924798333333335, 27.278003333333334]",NANSHA,"[113.68256166666667, 22.643306666666668]",2.04E-05
7703,JUBAIL,"[49.924798333333335, 27.278003333333334]",NINGBO,"[121.89526166666667, 29.93238]",0.000120296
7704,LUMUT FLOUR MILL,"[100.52208333333333, 4.135566666666667]",SHAJIAO,"[113.68187666666667, 22.713503333333332]",2.65E-05
7705,LUMUT FLOUR MILL,"[100.52208333333333, 4.135566666666667]",XINGANG,"[113.50651666666667, 23.054016666666666]",0.000127467
7706,LUMUT FLOUR MILL,"[100.52208333333333, 4.135566666666667]",XINSHA,"[113.545415, 22.974033333333335]",4.42E-05
7707,LUMUT FLOUR MILL,"[100.52208333333333, 4.135566666666667]",DALIAN,"[121.98408, 38.90600333333333]",0.001544203
7708,LUMUT FLOUR MILL,"[100.52208333333333, 4.135566666666667]",ZHOUSHAN,"[122.10661333333333, 29.904]",0.000780034
7709,LUMUT FLOUR MILL,"[100.52208333333333, 4.135566666666667]",QINGDAO,"[120.25705666666667, 36.08946666666667]",0.000610333
7710,LUMUT FLOUR MILL,"[100.52208333333333, 4.135566666666667]",BAOSHAN,"[121.4827, 31.446695]",0.000190313
7711,LUMUT FLOUR MILL,"[100.52208333333333, 4.135566666666667]",GUANGZHOU,"[113.43307, 23.090493333333335]",1.13E-05
7712,LUMUT FLOUR MILL,"[100.52208333333333, 4.135566666666667]",SHANGHAI,"[121.7305, 31.308273333333332]",0.000984548
7713,LUMUT FLOUR MILL,"[100.52208333333333, 4.135566666666667]",MEI SHAN,"[122.00061666666667, 29.766583333333333]",2.14E-05
7714,LUMUT FLOUR MILL,"[100.52208333333333, 4.135566666666667]",CHIWAN,"[113.8946, 22.455883333333333]",0.000263813
7715,LUMUT FLOUR MILL,"[100.52208333333333, 4.135566666666667]",NANSHA,"[113.68256166666667, 22.643306666666668]",8.94E-06
7716,LUMUT FLOUR MILL,"[100.52208333333333, 4.135566666666667]",NINGBO,"[121.89526166666667, 29.93238]",0.000324846
7717,ENSENADA,"[-116.629735, 31.853125]",XINGANG,"[113.50651666666667, 23.054016666666666]",7.68E-05
7718,ENSENADA,"[-116.629735, 31.853125]",DALIAN,"[121.98408, 38.90600333333333]",6.98E-05
7719,ENSENADA,"[-116.629735, 31.853125]",ZHOUSHAN,"[122.10661333333333, 29.904]",0.001515821
7720,ENSENADA,"[-116.629735, 31.853125]",YANGSHAN,"[122.08211666666666, 30.608516666666667]",0.012486662
7721,ENSENADA,"[-116.629735, 31.853125]",QINGDAO,"[120.25705666666667, 36.08946666666667]",0.004761029
7722,ENSENADA,"[-116.629735, 31.853125]",YANTIAN,"[114.26794666666666, 22.57345]",0.004549164
7723,ENSENADA,"[-116.629735, 31.853125]",SHANGHAI,"[121.7305, 31.308273333333332]",0.001060589
7724,ENSENADA,"[-116.629735, 31.853125]",MEI SHAN,"[122.00061666666667, 29.766583333333333]",0.008734332
7725,ENSENADA,"[-116.629735, 31.853125]",CHIWAN,"[113.8946, 22.455883333333333]",0.00190034
7726,ENSENADA,"[-116.629735, 31.853125]",NANSHA,"[113.68256166666667, 22.643306666666668]",0.000677798
7727,ENSENADA,"[-116.629735, 31.853125]",NINGBO,"[121.89526166666667, 29.93238]",0.000710241
7728,SHANTOU,"[116.62326333333333, 23.339406666666665]",SHAJIAO,"[113.68187666666667, 22.713503333333332]",6.27E-08
7729,SHANTOU,"[116.62326333333333, 23.339406666666665]",LUHUASHAN ANCHORAGE,"[121.559435, 31.30684]",3.64E-06
7730,SHANTOU,"[116.62326333333333, 23.339406666666665]",XINGANG,"[113.50651666666667, 23.054016666666666]",3.19E-07
7731,SHANTOU,"[116.62326333333333, 23.339406666666665]",XINSHA,"[113.545415, 22.974033333333335]",2.59E-07
7732,SHANTOU,"[116.62326333333333, 23.339406666666665]",DALIAN,"[121.98408, 38.90600333333333]",0.000148222
7733,SHANTOU,"[116.62326333333333, 23.339406666666665]",ZHOUSHAN,"[122.10661333333333, 29.904]",0.000137536
7734,SHANTOU,"[116.62326333333333, 23.339406666666665]",YANGSHAN,"[122.08211666666666, 30.608516666666667]",2.56E-06
7735,SHANTOU,"[116.62326333333333, 23.339406666666665]",QINGDAO,"[120.25705666666667, 36.08946666666667]",0.000167857
7736,SHANTOU,"[116.62326333333333, 23.339406666666665]",HUMEN,"[113.56296666666667, 22.871695]",1.43E-07
7737,SHANTOU,"[116.62326333333333, 23.339406666666665]",BAOSHAN,"[121.4827, 31.446695]",4.59E-06
7738,SHANTOU,"[116.62326333333333, 23.339406666666665]",YANTIAN,"[114.26794666666666, 22.57345]",3.56E-08
7739,SHANTOU,"[116.62326333333333, 23.339406666666665]",GUANGZHOU,"[113.43307, 23.090493333333335]",7.38E-08
7740,SHANTOU,"[116.62326333333333, 23.339406666666665]",SHANGHAI,"[121.7305, 31.308273333333332]",0.000111648
7741,SHANTOU,"[116.62326333333333, 23.339406666666665]",MEI SHAN,"[122.00061666666667, 29.766583333333333]",7.14E-06
7742,SHANTOU,"[116.62326333333333, 23.339406666666665]",CHIWAN,"[113.8946, 22.455883333333333]",1.14E-06
7743,SHANTOU,"[116.62326333333333, 23.339406666666665]",NANSHA,"[113.68256166666667, 22.643306666666668]",6.77E-07
7744,SHANTOU,"[116.62326333333333, 23.339406666666665]",NINGBO,"[121.89526166666667, 29.93238]",7.74E-05
7745,OMAEZAKI,"[138.23238333333333, 34.643433333333334]",LUHUASHAN ANCHORAGE,"[121.559435, 31.30684]",4.30E-06
7746,OMAEZAKI,"[138.23238333333333, 34.643433333333334]",XINGANG,"[113.50651666666667, 23.054016666666666]",5.28E-05
7747,OMAEZAKI,"[138.23238333333333, 34.643433333333334]",XINSHA,"[113.545415, 22.974033333333335]",8.21E-05
7748,OMAEZAKI,"[138.23238333333333, 34.643433333333334]",DALIAN,"[121.98408, 38.90600333333333]",2.05E-05
7749,OMAEZAKI,"[138.23238333333333, 34.643433333333334]",ZHOUSHAN,"[122.10661333333333, 29.904]",0.00056571
7750,OMAEZAKI,"[138.23238333333333, 34.643433333333334]",YANGSHAN,"[122.08211666666666, 30.608516666666667]",1.86E-06
7751,OMAEZAKI,"[138.23238333333333, 34.643433333333334]",QINGDAO,"[120.25705666666667, 36.08946666666667]",7.34E-05
7752,OMAEZAKI,"[138.23238333333333, 34.643433333333334]",HUMEN,"[113.56296666666667, 22.871695]",9.68E-06
7753,OMAEZAKI,"[138.23238333333333, 34.643433333333334]",BAOSHAN,"[121.4827, 31.446695]",9.05E-06
7754,OMAEZAKI,"[138.23238333333333, 34.643433333333334]",YANTIAN,"[114.26794666666666, 22.57345]",4.59E-05
7755,OMAEZAKI,"[138.23238333333333, 34.643433333333334]",GUANGZHOU,"[113.43307, 23.090493333333335]",6.75E-06
7756,OMAEZAKI,"[138.23238333333333, 34.643433333333334]",SHANGHAI,"[121.7305, 31.308273333333332]",0.000507555
7757,OMAEZAKI,"[138.23238333333333, 34.643433333333334]",MEI SHAN,"[122.00061666666667, 29.766583333333333]",2.81E-05
7758,OMAEZAKI,"[138.23238333333333, 34.643433333333334]",CHIWAN,"[113.8946, 22.455883333333333]",0.000595681
7759,OMAEZAKI,"[138.23238333333333, 34.643433333333334]",NANSHA,"[113.68256166666667, 22.643306666666668]",9.47E-05
7760,OMAEZAKI,"[138.23238333333333, 34.643433333333334]",NINGBO,"[121.89526166666667, 29.93238]",5.41E-05
7761,WAKAYAMA,"[135.17097166666667, 34.361995]",LUHUASHAN ANCHORAGE,"[121.559435, 31.30684]",1.36E-06
7762,WAKAYAMA,"[135.17097166666667, 34.361995]",XINGANG,"[113.50651666666667, 23.054016666666666]",7.75E-05
7763,WAKAYAMA,"[135.17097166666667, 34.361995]",XINSHA,"[113.545415, 22.974033333333335]",4.26E-05
7764,WAKAYAMA,"[135.17097166666667, 34.361995]",DALIAN,"[121.98408, 38.90600333333333]",5.04E-05
7765,WAKAYAMA,"[135.17097166666667, 34.361995]",ZHOUSHAN,"[122.10661333333333, 29.904]",0.0002034
7766,WAKAYAMA,"[135.17097166666667, 34.361995]",YANGSHAN,"[122.08211666666666, 30.608516666666667]",3.30E-06
7767,WAKAYAMA,"[135.17097166666667, 34.361995]",QINGDAO,"[120.25705666666667, 36.08946666666667]",3.35E-05
7768,WAKAYAMA,"[135.17097166666667, 34.361995]",HUMEN,"[113.56296666666667, 22.871695]",2.74E-05
7769,WAKAYAMA,"[135.17097166666667, 34.361995]",BAOSHAN,"[121.4827, 31.446695]",1.85E-05
7770,WAKAYAMA,"[135.17097166666667, 34.361995]",GUANGZHOU,"[113.43307, 23.090493333333335]",1.90E-05
7771,WAKAYAMA,"[135.17097166666667, 34.361995]",SHANGHAI,"[121.7305, 31.308273333333332]",0.000127378
7772,WAKAYAMA,"[135.17097166666667, 34.361995]",MEI SHAN,"[122.00061666666667, 29.766583333333333]",6.14E-06
7773,WAKAYAMA,"[135.17097166666667, 34.361995]",CHIWAN,"[113.8946, 22.455883333333333]",0.000383929
7774,WAKAYAMA,"[135.17097166666667, 34.361995]",NANSHA,"[113.68256166666667, 22.643306666666668]",7.09E-05
7775,WAKAYAMA,"[135.17097166666667, 34.361995]",NINGBO,"[121.89526166666667, 29.93238]",8.38E-05
7776,MARSA EL BREGA,"[19.566667, 30.454853]",ZHOUSHAN,"[122.10661333333333, 29.904]",3.86E-06
7777,MARSA EL BREGA,"[19.566667, 30.454853]",CHIWAN,"[113.8946, 22.455883333333333]",4.67E-06
7778,SIAM SEAPORT,"[100.87437666666666, 13.133746666666667]",SHAJIAO,"[113.68187666666667, 22.713503333333332]",2.68E-06
7779,SIAM SEAPORT,"[100.87437666666666, 13.133746666666667]",LUHUASHAN ANCHORAGE,"[121.559435, 31.30684]",4.33E-05
7780,SIAM SEAPORT,"[100.87437666666666, 13.133746666666667]",XINGANG,"[113.50651666666667, 23.054016666666666]",6.21E-05
7781,SIAM SEAPORT,"[100.87437666666666, 13.133746666666667]",XINSHA,"[113.545415, 22.974033333333335]",2.32E-05
7782,SIAM SEAPORT,"[100.87437666666666, 13.133746666666667]",DALIAN,"[121.98408, 38.90600333333333]",0.000301805
7783,SIAM SEAPORT,"[100.87437666666666, 13.133746666666667]",ZHOUSHAN,"[122.10661333333333, 29.904]",0.002949696
7784,SIAM SEAPORT,"[100.87437666666666, 13.133746666666667]",YANGSHAN,"[122.08211666666666, 30.608516666666667]",0.00011054
7785,SIAM SEAPORT,"[100.87437666666666, 13.133746666666667]",QINGDAO,"[120.25705666666667, 36.08946666666667]",0.00159588
7786,SIAM SEAPORT,"[100.87437666666666, 13.133746666666667]",HUMEN,"[113.56296666666667, 22.871695]",1.09E-05
7787,SIAM SEAPORT,"[100.87437666666666, 13.133746666666667]",BAOSHAN,"[121.4827, 31.446695]",0.000129059
7788,SIAM SEAPORT,"[100.87437666666666, 13.133746666666667]",YANTIAN,"[114.26794666666666, 22.57345]",1.86E-05
7789,SIAM SEAPORT,"[100.87437666666666, 13.133746666666667]",GUANGZHOU,"[113.43307, 23.090493333333335]",5.40E-06
7790,SIAM SEAPORT,"[100.87437666666666, 13.133746666666667]",SHANGHAI,"[121.7305, 31.308273333333332]",0.007931191
7791,SIAM SEAPORT,"[100.87437666666666, 13.133746666666667]",CHIWAN,"[113.8946, 22.455883333333333]",0.001222096
7792,SIAM SEAPORT,"[100.87437666666666, 13.133746666666667]",NANSHA,"[113.68256166666667, 22.643306666666668]",0.000317591
7793,SIAM SEAPORT,"[100.87437666666666, 13.133746666666667]",NINGBO,"[121.89526166666667, 29.93238]",0.003649648
7794,GOLCUK,"[29.877961666666668, 40.723515]",DALIAN,"[121.98408, 38.90600333333333]",3.63E-14
7795,GOLCUK,"[29.877961666666668, 40.723515]",QINGDAO,"[120.25705666666667, 36.08946666666667]",4.88E-15
7796,GOLCUK,"[29.877961666666668, 40.723515]",BAOSHAN,"[121.4827, 31.446695]",4.22E-15
7797,GOLCUK,"[29.877961666666668, 40.723515]",SHANGHAI,"[121.7305, 31.308273333333332]",7.33E-15
7798,SAN NICOLAS,"[-69.93293833333334, 12.436533333333333]",SHAJIAO,"[113.68187666666667, 22.713503333333332]",9.22E-05
7799,SAN NICOLAS,"[-69.93293833333334, 12.436533333333333]",XINGANG,"[113.50651666666667, 23.054016666666666]",0.00019772
7800,SAN NICOLAS,"[-69.93293833333334, 12.436533333333333]",XINSHA,"[113.545415, 22.974033333333335]",0.000259075
7801,SAN NICOLAS,"[-69.93293833333334, 12.436533333333333]",DALIAN,"[121.98408, 38.90600333333333]",4.00E-05
7802,SAN NICOLAS,"[-69.93293833333334, 12.436533333333333]",ZHOUSHAN,"[122.10661333333333, 29.904]",0.001447447
7803,SAN NICOLAS,"[-69.93293833333334, 12.436533333333333]",QINGDAO,"[120.25705666666667, 36.08946666666667]",9.53E-05
7804,SAN NICOLAS,"[-69.93293833333334, 12.436533333333333]",BAOSHAN,"[121.4827, 31.446695]",2.05E-05
7805,SAN NICOLAS,"[-69.93293833333334, 12.436533333333333]",GUANGZHOU,"[113.43307, 23.090493333333335]",5.18E-05
7806,SAN NICOLAS,"[-69.93293833333334, 12.436533333333333]",SHANGHAI,"[121.7305, 31.308273333333332]",6.34E-05
7807,SAN NICOLAS,"[-69.93293833333334, 12.436533333333333]",CHIWAN,"[113.8946, 22.455883333333333]",0.000601056
7808,SAN NICOLAS,"[-69.93293833333334, 12.436533333333333]",NANSHA,"[113.68256166666667, 22.643306666666668]",4.76E-05
7809,SAN NICOLAS,"[-69.93293833333334, 12.436533333333333]",NINGBO,"[121.89526166666667, 29.93238]",0.001055035
7810,MORMUGAO,"[73.60759166666666, 15.353448333333333]",SHAJIAO,"[113.68187666666667, 22.713503333333332]",9.42E-05
7811,MORMUGAO,"[73.60759166666666, 15.353448333333333]",XINGANG,"[113.50651666666667, 23.054016666666666]",0.000236133
7812,MORMUGAO,"[73.60759166666666, 15.353448333333333]",XINSHA,"[113.545415, 22.974033333333335]",7.35E-05
7813,MORMUGAO,"[73.60759166666666, 15.353448333333333]",DALIAN,"[121.98408, 38.90600333333333]",4.66E-05
7814,MORMUGAO,"[73.60759166666666, 15.353448333333333]",ZHOUSHAN,"[122.10661333333333, 29.904]",0.001209949
7815,MORMUGAO,"[73.60759166666666, 15.353448333333333]",QINGDAO,"[120.25705666666667, 36.08946666666667]",5.90E-05
7816,MORMUGAO,"[73.60759166666666, 15.353448333333333]",BAOSHAN,"[121.4827, 31.446695]",1.27E-05
7817,MORMUGAO,"[73.60759166666666, 15.353448333333333]",GUANGZHOU,"[113.43307, 23.090493333333335]",2.58E-05
7818,MORMUGAO,"[73.60759166666666, 15.353448333333333]",SHANGHAI,"[121.7305, 31.308273333333332]",0.000119204
7819,MORMUGAO,"[73.60759166666666, 15.353448333333333]",MEI SHAN,"[122.00061666666667, 29.766583333333333]",5.40E-05
7820,MORMUGAO,"[73.60759166666666, 15.353448333333333]",CHIWAN,"[113.8946, 22.455883333333333]",0.00024828
7821,MORMUGAO,"[73.60759166666666, 15.353448333333333]",NANSHA,"[113.68256166666667, 22.643306666666668]",3.22E-05
7822,MORMUGAO,"[73.60759166666666, 15.353448333333333]",NINGBO,"[121.89526166666667, 29.93238]",0.000373336
7823,KYAUK PHYU,"[93.68554666666667, 19.369813333333333]",DALIAN,"[121.98408, 38.90600333333333]",5.88E-05
7824,KYAUK PHYU,"[93.68554666666667, 19.369813333333333]",ZHOUSHAN,"[122.10661333333333, 29.904]",3.39E-05
7825,KYAUK PHYU,"[93.68554666666667, 19.369813333333333]",QINGDAO,"[120.25705666666667, 36.08946666666667]",5.07E-05
7826,KYAUK PHYU,"[93.68554666666667, 19.369813333333333]",NINGBO,"[121.89526166666667, 29.93238]",5.21E-05
7827,TAGBILARAN,"[123.68973333333334, 9.9816]",SHAJIAO,"[113.68187666666667, 22.713503333333332]",4.15E-06
7828,TAGBILARAN,"[123.68973333333334, 9.9816]",XINGANG,"[113.50651666666667, 23.054016666666666]",1.33E-05
7829,TAGBILARAN,"[123.68973333333334, 9.9816]",DALIAN,"[121.98408, 38.90600333333333]",5.06E-05
7830,TAGBILARAN,"[123.68973333333334, 9.9816]",QINGDAO,"[120.25705666666667, 36.08946666666667]",0.000112939
7831,TAGBILARAN,"[123.68973333333334, 9.9816]",BAOSHAN,"[121.4827, 31.446695]",1.85E-05
7832,TAGBILARAN,"[123.68973333333334, 9.9816]",YANTIAN,"[114.26794666666666, 22.57345]",1.14E-05
7833,TAGBILARAN,"[123.68973333333334, 9.9816]",GUANGZHOU,"[113.43307, 23.090493333333335]",4.48E-06
7834,TAGBILARAN,"[123.68973333333334, 9.9816]",SHANGHAI,"[121.7305, 31.308273333333332]",0.000115727
7835,TAGBILARAN,"[123.68973333333334, 9.9816]",CHIWAN,"[113.8946, 22.455883333333333]",5.02E-05
7836,TAGBILARAN,"[123.68973333333334, 9.9816]",NANSHA,"[113.68256166666667, 22.643306666666668]",2.24E-05
7837,TAGBILARAN,"[123.68973333333334, 9.9816]",NINGBO,"[121.89526166666667, 29.93238]",4.82E-05
7838,QUI NHON,"[109.27513, 13.730233333333333]",XINGANG,"[113.50651666666667, 23.054016666666666]",6.01E-07
7839,QUI NHON,"[109.27513, 13.730233333333333]",DALIAN,"[121.98408, 38.90600333333333]",2.39E-05
7840,QUI NHON,"[109.27513, 13.730233333333333]",ZHOUSHAN,"[122.10661333333333, 29.904]",7.63E-06
7841,QUI NHON,"[109.27513, 13.730233333333333]",QINGDAO,"[120.25705666666667, 36.08946666666667]",1.19E-05
